"id","priority","requirement_status","release_evidence_status","evidence_refs","exception_ref","blocker_reason"
"DIF-001","P0","Approved","partial","docs/plans/m5-content-diff-history.md; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/content/contentGetRpcClient.ts; packages/vscode-extension/tests/contentGetRpcClient.test.ts; packages/vscode-extension/src/content/baseContentUri.ts; packages/vscode-extension/tests/baseContentUri.test.ts; packages/vscode-extension/src/content/baseContentDocumentProvider.ts; packages/vscode-extension/tests/baseContentDocumentProvider.test.ts; packages/vscode-extension/src/scm/baseDiffResource.ts; packages/vscode-extension/tests/baseDiffResource.test.ts; packages/vscode-extension/src/scm/vscodeSourceControlPresenter.ts; packages/vscode-extension/tests/vscodeSourceControlPresenter.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed Working-Base QuickDiff/diff E2E, broader fixture breadth, added/deleted/missing synthetic content, property diff rendering, and text-encoding evidence remain open"
"DIF-002","P0","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/command_catalog.csv; Reference/legacy_migration.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/content/contentGetRpcClient.ts; packages/vscode-extension/tests/contentGetRpcClient.test.ts; packages/vscode-extension/src/content/headContentUri.ts; packages/vscode-extension/tests/headContentUri.test.ts; packages/vscode-extension/src/content/headContentDocumentProvider.ts; packages/vscode-extension/tests/headContentDocumentProvider.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed Working-HEAD fixture/E2E, unmodified active-editor HEAD, peg-aware URL/rename/copy HEAD, stale open HEAD invalidation, cancellation/auth prompts, synthetic added/deleted/missing diffs, property/binary external viewers, and arbitrary revision/URL diffs remain open"
"DIF-003","P0","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/command_catalog.csv; Reference/legacy_migration.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/content/contentGetRpcClient.ts; packages/vscode-extension/tests/contentGetRpcClient.test.ts; packages/vscode-extension/src/content/revisionContentUri.ts; packages/vscode-extension/tests/revisionContentUri.test.ts; packages/vscode-extension/src/content/revisionContentDocumentProvider.ts; packages/vscode-extension/tests/revisionContentDocumentProvider.test.ts; packages/vscode-extension/src/history/historyLogRpcClient.ts; packages/vscode-extension/tests/historyLogRpcClient.test.ts; packages/vscode-extension/src/history/historyTreeDataProvider.ts; packages/vscode-extension/tests/historyTreeDataProvider.test.ts; packages/vscode-extension/src/history/historyCompareRevisionCommand.ts; packages/vscode-extension/tests/historyCompareRevisionCommand.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/editor/activeEditorContextService.ts; packages/vscode-extension/tests/activeEditorContextService.test.ts; packages/vscode-extension/src/lens/fileHeaderCodeLensProvider.ts; packages/vscode-extension/tests/fileHeaderCodeLensProvider.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed PREV fixture/E2E, full peg-aware PREV across rename/copy boundaries, Compare PREV for unmodified versioned files outside the current projection, added/deleted/missing synthetic content, property/binary external diff rendering, authentication/cancellation behavior, and arbitrary revision/URL diff coverage remain open"
"DIF-004","P0","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/command_catalog.csv; Reference/legacy_migration.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/content/contentGetRpcClient.ts; packages/vscode-extension/tests/contentGetRpcClient.test.ts; packages/vscode-extension/src/content/revisionContentUri.ts; packages/vscode-extension/tests/revisionContentUri.test.ts; packages/vscode-extension/src/content/revisionContentDocumentProvider.ts; packages/vscode-extension/tests/revisionContentDocumentProvider.test.ts; packages/vscode-extension/src/history/historyTreeDataProvider.ts; packages/vscode-extension/tests/historyTreeDataProvider.test.ts; packages/vscode-extension/src/history/historyCompareRevisionCommand.ts; packages/vscode-extension/tests/historyCompareRevisionCommand.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed arbitrary revision/URL fixture/E2E, full arbitrary revision/URL input surfaces, repository revision and changed-path URL compare, copy/rename peg-aware URL semantics, property/binary external diff rendering, authentication/cancellation behavior, and performance evidence remain open"
"DIF-005","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"DIF-006","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"DIF-007","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"DIF-008","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"DIF-009","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"DIF-010","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"CON-001","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"CON-002","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"CON-003","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"CON-004","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"CON-005","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"CON-006","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"CON-007","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"CON-008","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"CON-009","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"CON-010","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-001","P0","Approved","partial","Reference/12_TortoiseSVN_Integration.md; packages/vscode-extension/src/security/externalToolConfiguration.ts; packages/vscode-extension/tests/externalToolConfiguration.test.ts; packages/vscode-extension/src/tortoise/tortoiseDetector.ts; packages/vscode-extension/tests/tortoiseDetector.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","version and capability recording TortoiseMerge detection and Windows installed detection E2E remain open"
"TOR-002","P0","Approved","partial","Reference/12_TortoiseSVN_Integration.md; docs/release/m7-release-readiness-gates.md; docs/release/public-claim-matrix.md; docs/release/security-evidence-matrix.md; packages/vscode-extension/src/security/externalToolConfiguration.ts; packages/vscode-extension/tests/externalToolConfiguration.test.ts; packages/vscode-extension/src/tortoise/tortoiseDetector.ts; packages/vscode-extension/tests/tortoiseDetector.test.ts; packages/vscode-extension/src/tortoise/tortoiseLauncher.ts; packages/vscode-extension/tests/tortoiseLauncher.test.ts; packages/vscode-extension/src/tortoise/tortoiseCommandController.ts; packages/vscode-extension/tests/tortoiseCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/tests/extensionManifest.test.ts; packages/vscode-extension/l10n/bundle.l10n.json","none","installed Windows no-Tortoise E2E, write-dialog reconcile, Repository Browser, and remote path mapping evidence remain open"
"TOR-003","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-004","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-005","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-006","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-007","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-008","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-009","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-010","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-011","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-012","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-013","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-014","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TOR-015","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-001","P0","Approved","verified","Reference/02_Product_Requirements_and_UX.md; Reference/requirements.csv; packages/vscode-extension/package.json; packages/vscode-extension/tests/extensionManifest.test.ts; packages/vscode-extension/tests/repositoryLifecycleService.test.ts; scripts/release/test-vscode-installed-source-control-surface.ps1; scripts/tests/release-installed-source-control-surface-scripts.tests.ps1; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1; scripts/release/capture-vscode-renderer-ui.mjs","none","none"
"UX-002","P0","Approved","partial","Reference/02_Product_Requirements_and_UX.md; Reference/requirements.csv; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1; scripts/release/capture-vscode-renderer-ui.mjs","none","broader no-repository command UX/a11y evidence plus repository browser, remote/auth/certificate, and broader checkout failure coverage remain open"
"UX-003","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-004","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-005","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-006","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-007","P0","Approved","verified","Reference/02_Product_Requirements_and_UX.md; Reference/requirements.csv; packages/vscode-extension/src/extension.ts; packages/vscode-extension/tests/extensionManifest.test.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1; scripts/release/capture-vscode-renderer-ui.mjs","none","none"
"UX-008","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-009","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-010","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-011","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-012","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-013","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-014","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-015","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-016","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-017","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-018","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-019","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"UX-020","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-001","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-002","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-003","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-004","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-005","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-006","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-007","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-008","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-009","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-010","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-011","P0","Approved","partial","packages/vscode-extension/tests/statusRefreshScheduler.test.ts; packages/vscode-extension/tests/jsonRpcStreamClient.test.ts; packages/vscode-extension/tests/statusRefreshRpcClient.test.ts; packages/vscode-extension/tests/backendStatusRefreshClient.test.ts; packages/vscode-extension/tests/dirtyPathPipeline.test.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/tests/repositoryOperationScheduler.test.ts; packages/vscode-extension/tests/repositoryOperationJournal.test.ts; packages/vscode-extension/tests/diagnosticsReportService.test.ts; packages/vscode-extension/tests/operationRunRpcClient.test.ts; packages/vscode-extension/tests/backendOperationClient.test.ts; packages/vscode-extension/src/operations/repositoryOperationJournal.ts; packages/vscode-extension/src/operations/operationRunRpcClient.ts; packages/vscode-extension/src/operations/backendOperationClient.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/src/extension.ts; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/stdio_rpc.rs; crates/subversionr-daemon/tests/native_bridge.rs; crates/subversionr-daemon/src/native.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; scripts/native/build-bridge.ps1; scripts/native/smoke-bridge.ps1; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","installed backend restart evidence and installed large-working-copy UI load evidence remain open"
"ARC-012","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-013","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-014","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-015","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-016","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-017","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-018","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-019","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"ARC-020","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"DIR-001","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"DIR-002","P0","Approved","partial","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/src/status/watcherEvents.ts; packages/vscode-extension/tests/watcherEvents.test.ts; packages/vscode-extension/src/status/dirtyPathSet.ts; packages/vscode-extension/tests/dirtyPathSet.test.ts; packages/vscode-extension/tests/dirtyPathPipeline.test.ts; packages/vscode-extension/tests/repositoryWatcherService.test.ts; packages/vscode-extension/src/scm/sourceControlResourceStore.ts; packages/vscode-extension/tests/sourceControlResourceStore.test.ts; packages/vscode-extension/src/status/statusRemoteCheckRpcClient.ts; packages/vscode-extension/tests/statusRemoteCheckRpcClient.test.ts; packages/vscode-extension/src/status/remoteStatusCheckService.ts; packages/vscode-extension/tests/remoteStatusCheckService.test.ts; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-vscode-installed-source-control-surface.ps1; scripts/tests/release-installed-source-control-surface-scripts.tests.ps1; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","platform path normalization load matrix, native watcher production, and installed/load evidence remain open"
"DIR-003","P0","Approved","verified","docs/plans/m3-dirty-path-status-engine.md; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; packages/vscode-extension/src/repository/repositorySessionService.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/tests/repositoryLifecycleService.test.ts; packages/vscode-extension/tests/repositorySessionService.test.ts; packages/vscode-extension/tests/repositoryWatcherService.test.ts; packages/vscode-extension/tests/dirtyPathPipeline.test.ts; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1","none","none"
"DIR-004","P0","Approved","partial","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/src/status/dirtyPathSet.ts; packages/vscode-extension/tests/dirtyPathSet.test.ts; packages/vscode-extension/tests/dirtyPathPipeline.test.ts; packages/vscode-extension/tests/statusRefreshScheduler.test.ts; packages/vscode-extension/tests/repositoryWatcherService.test.ts; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","adaptive ScanPlanner cost feedback, native watcher production, operation-aware prefix planning, and installed/load evidence remain open"
"DIR-005","P0","Approved","partial","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/src/status/dirtyPathSet.ts; packages/vscode-extension/tests/dirtyPathSet.test.ts; packages/vscode-extension/tests/dirtyPathPipeline.test.ts; packages/vscode-extension/tests/statusRefreshScheduler.test.ts","none","rename-pair reconstruction, operation-correlation merge behavior, native watcher production, and installed/load evidence remain open"
"DIR-006","P0","Approved","partial","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/src/status/dirtyPathSet.ts; packages/vscode-extension/src/status/statusRefreshScheduler.ts; packages/vscode-extension/tests/dirtyPathSet.test.ts; packages/vscode-extension/tests/dirtyPathPipeline.test.ts; packages/vscode-extension/tests/statusRefreshScheduler.test.ts; packages/vscode-extension/tests/repositoryWatcherService.test.ts; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","full adaptive ScanPlanner cost feedback, historical scan-cost model, operation-aware planning, native watcher production, and installed/load adaptive-planner evidence remain open"
"DIR-007","P0","Approved","partial","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/src/status/dirtyPathSet.ts; packages/vscode-extension/src/status/statusRefreshScheduler.ts; packages/vscode-extension/src/status/statusRefreshRpcClient.ts; packages/vscode-extension/tests/dirtyPathSet.test.ts; packages/vscode-extension/tests/statusRefreshScheduler.test.ts; packages/vscode-extension/tests/statusRefreshRpcClient.test.ts; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","native watcher production and installed/load file-target evidence remain open"
"DIR-008","P0","Approved","partial","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/src/status/dirtyPathSet.ts; packages/vscode-extension/tests/dirtyPathSet.test.ts; packages/vscode-extension/tests/dirtyPathPipeline.test.ts","none","adaptive scan-cost feedback, operation-aware subtree planning, native watcher production, and installed/load evidence remain open"
"DIR-009","P0","Approved","verified","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/src/status/statusRefreshRpcClient.ts; packages/vscode-extension/src/status/statusRefreshScheduler.ts; packages/vscode-extension/src/status/statusRefreshCoverageStore.ts; packages/vscode-extension/src/diagnostics/installedSourceControlSurfaceReport.ts; packages/vscode-extension/tests/statusRefreshRpcClient.test.ts; packages/vscode-extension/tests/statusRefreshScheduler.test.ts; packages/vscode-extension/tests/statusRefreshCoverageStore.test.ts; packages/vscode-extension/tests/installedSourceControlSurfaceReport.test.ts; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","none"
"DIR-010","P0","Approved","verified","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/src/status/statusSnapshotStore.ts; packages/vscode-extension/tests/statusSnapshotStore.test.ts; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","none"
"DIR-011","P0","Approved","partial","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/src/status/dirtyPathSet.ts; packages/vscode-extension/src/status/statusRefreshScheduler.ts; packages/vscode-extension/tests/dirtyPathSet.test.ts; packages/vscode-extension/tests/statusRefreshScheduler.test.ts; packages/vscode-extension/tests/repositoryWatcherService.test.ts; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","unknown-change and large-operation full-trigger evidence plus installed/load evidence remain open"
"DIR-012","P0","Approved","verified","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/package.json; packages/vscode-extension/src/extension.ts; packages/vscode-extension/src/diagnostics/installedSourceControlUiE2eDirtyEvent.ts; packages/vscode-extension/src/diagnostics/installedSourceControlUiE2eStatusRefreshProbe.ts; packages/vscode-extension/src/status/statusSnapshotStore.ts; packages/vscode-extension/src/status/statusRefreshScheduler.ts; packages/vscode-extension/src/status/statusRefreshRpcClient.ts; packages/vscode-extension/tests/extensionManifest.test.ts; packages/vscode-extension/tests/installedSourceControlUiE2eStatusRefreshProbe.test.ts; packages/vscode-extension/tests/statusSnapshotStore.test.ts; packages/vscode-extension/tests/statusRefreshScheduler.test.ts; packages/vscode-extension/tests/statusRefreshRpcClient.test.ts; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","none"
"DIR-013","P0","Approved","verified","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/package.json; packages/vscode-extension/src/extension.ts; packages/vscode-extension/src/diagnostics/installedSourceControlUiE2eDirtyEvent.ts; packages/vscode-extension/src/diagnostics/installedSourceControlUiE2eStatusRefreshProbe.ts; packages/vscode-extension/src/status/statusRefreshScheduler.ts; packages/vscode-extension/tests/extensionManifest.test.ts; packages/vscode-extension/tests/installedSourceControlUiE2eStatusRefreshProbe.test.ts; packages/vscode-extension/tests/statusRefreshScheduler.test.ts; packages/vscode-extension/tests/jsonRpcStreamClient.test.ts; packages/vscode-extension/tests/statusRefreshRpcClient.test.ts; packages/vscode-extension/tests/backendStatusRefreshClient.test.ts; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/stdio_rpc.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","none"
"DIR-014","P0","Approved","partial","packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/tests/statusRefreshScheduler.test.ts; packages/vscode-extension/tests/dirtyPathPipeline.test.ts; packages/vscode-extension/tests/jsonRpcStreamClient.test.ts; packages/vscode-extension/tests/operationRunRpcClient.test.ts; packages/vscode-extension/tests/backendOperationClient.test.ts","none","native watcher suppression, installed operation-cancellation E2E, installed E2E, and load evidence remain open"
"DIR-015","P0","Approved","partial","docs/plans/m3-dirty-path-status-engine.md; crates/subversionr-protocol/src/lib.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/status/statusRefreshRpcClient.ts","none","explicit ignored on-demand scan trigger, installed/load evidence, and ignored-mode setting evidence remain open"
"DIR-016","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"DIR-017","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"DIR-018","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
